s,obj_value,h_1_1,h_1_2,h_2_1,h_2_2,g_1_1_t[1],g_1_1_t[2],g_1_1_t[3],g_1_2_t[1],g_1_2_t[2],g_1_2_t[3],g_2_1_t[1],g_2_1_t[2],g_2_1_t[3],g_2_2_t[1],g_2_2_t[2],g_2_2_t[3],f_t [1],f_t[2],f_t[3],F
15,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
16,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
17,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
18,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
19,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
20,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
21,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
22,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
23,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
24,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
25,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
26,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
27,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
28,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
29,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
30,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
31,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
32,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
33,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
34,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
35,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
36,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
37,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
38,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
39,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
40,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
41,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
42,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
43,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
44,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
45,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
46,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
47,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
48,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
49,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
50,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
51,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
52,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
53,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
54,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
55,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
56,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
57,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
58,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
59,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
s,obj_value,h_1_1,h_1_2,h_2_1,h_2_2,g_1_1_t[1],g_1_1_t[2],g_1_1_t[3],g_1_2_t[1],g_1_2_t[2],g_1_2_t[3],g_2_1_t[1],g_2_1_t[2],g_2_1_t[3],g_2_2_t[1],g_2_2_t[2],g_2_2_t[3],f_t [1],f_t[2],f_t[3],F
1,72.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,2.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,5.0,5.0
2,104.0,10.0,0.0,10.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,124.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0
4,52.0,10.0,0.0,0.0,10.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0
5,52.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,117.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.0,15.0,0.0,0.0,0.0,-1.0,-5.0,-5.0,5.0
